AGENTE,FECHA,FECHA_IDX,gen_mes,comp_bols_mes,comp_cont_mes,comp_recon_mes,demanda_real_mes,comp_cont_reg_mes,vent_cont_SICEP_mes,vent_cont_no_reg_mes,vent_cont_ener_mes,precio_bolsa_mes,precio_prom_cont_reg_mes,precio_prom_cont_no_reg_mes,pandemia,ONI,PANDEMIA,Demanda_UPME,EXP_BOLSA
EPSG,2012-05-01,5.0,0.23234992761584392,0.3901431965459252,0.2040225258536864,0.3122306486351302,0.1586838373706144,0.0,-0.6182980223930648,0.2040225258536864,0.11485189119523047,-0.706495594240344,-0.34053184826801397,-0.49367678425960937,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.4885174287211967
ESSC,2012-05-01,5.0,0.0,0.2701907074876991,0.25914911573877664,0.0,0.2583756522324093,0.2572779857217272,0.0,1.4622838128706281,-0.24938602348024339,-0.707024162528775,-0.34053306829845953,-0.4940018070723599,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.16905710213714703
GASC,2012-05-01,5.0,0.0,-0.8767754981962468,0.3267181391915309,0.0,0.0,0.0,-0.6509955781350976,0.3267181391915309,0.3396550406929926,-0.707024162528775,-0.34053306829845953,-0.4940018070723599,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.0
GECC,2012-05-01,5.0,0.0,-0.46943308459399224,0.5595403673753354,0.0,0.534113452558737,0.0,0.0,0.5595403673753354,0.0,-0.707024162528775,-0.34053306829845953,-0.4940018070723599,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.0
GECG,2012-05-01,5.0,0.10738621413436847,0.3718689980496113,0.8379475583603446,-0.9889356910108341,-0.06638073257652718,0.0,-0.5299347387591872,0.8379475583603446,0.15448821310787503,-0.7079818295311773,-0.34050464113852197,-0.49197343351435174,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.7549645767343568
GNCC,2012-05-01,5.0,0.0,0.16176655307368606,0.2411310815269675,0.0,0.23920578719143576,0.14935450815651047,-0.24938637900281208,0.3099486153555856,0.21096652105233574,-0.707024162528775,-0.34053306829845953,-0.4940018070723599,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.04638824641283252
HIMG,2012-05-01,5.0,0.2254334893207774,0.5007693063857352,0.2368632332530111,-0.013833818493064799,0.42495224886554156,0.0,-0.4379054888226429,0.2368632332530111,0.22031473145587624,-0.7055816566832246,-0.34052037904811877,-0.4939938329518088,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.8430870261560656
ISGC,2012-05-01,5.0,0.0,-0.1992347144160685,0.3047798797481738,0.0,0.31017627404065373,0.0,0.0,0.2875422278226997,0.0,-0.707024162528775,-0.34053306829845953,-0.4940018070723599,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.0
ISGG,2012-05-01,5.0,0.2947089691942696,0.012411007405485909,-0.41329369120230486,0.15790794355228827,0.10940740192784766,0.0,-0.6428368204689063,-0.41329369120230486,0.12541582184565594,-0.7066055137419183,-0.3405416762572686,-0.4937574498786227,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.033547731287757336
NTCG,2012-05-01,5.0,0.31289678595994685,-0.8989714707431156,-0.9189262066728836,0.6079710378980793,-0.6350260701288646,0.0,-0.6340559037889156,-0.9189262066728836,-0.9102816335746765,-0.704411453876688,-0.34056660270492817,-0.49438918309880764,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.0
RTQC,2012-05-01,5.0,0.0,-2.6481937596574765,0.09783492393215328,0.0,0.18726047284295394,0.32183073725461564,-0.6198743594967449,0.12270963681533953,0.13732269279477188,-0.707024162528775,-0.34053306829845953,-0.4940018070723599,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.0
SOCG,2012-05-01,5.0,0.13629739131781685,-0.7755731971800615,0.0,0.6675860663610184,-0.717142927065723,0.0,0.0,0.0,-0.8093504727946952,-0.6996634876317774,-0.3407608394387448,-0.49861440668480234,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.0
SOEC,2012-05-01,5.0,0.0,-0.21425037814948786,-0.9130407102272841,0.0,-0.9130328513205714,0.0,0.0,-0.9130407102272841,-0.7123712900173333,-0.9116935323223823,-1.7183081610977136,-1.5908892486050006,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.0
SPRG,2012-05-01,5.0,0.7593438441467931,-0.6602205072477128,-0.8317836451795767,0.0,-0.49836264590042495,0.0,-0.6710634335404805,-0.8317836451795767,-0.8639531294106161,-0.707024162528775,-0.34053306829845953,-0.4940018070723599,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.0
TBSG,2012-05-01,5.0,0.2763797514076883,-1.0917501477854372,0.0,0.1276121382282113,-1.1214326277814621,0.0,0.0,0.0,-0.21410188176500858,-0.7049709744872676,-0.34048179506927434,-0.49153155567510065,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.0
TCIG,2012-05-01,5.0,-0.3806115836453436,-1.1654620135292917,0.0,-0.3571955488652532,-1.1769805106205413,0.0,0.0,0.0,0.0,-0.9116935323223823,-1.7183081610977136,-1.5908892486050006,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.0
TRMG,2012-05-01,5.0,0.41055303653430897,0.596205862913457,-0.3703239056099201,-1.628356749541844,-0.49289917358922575,0.0,-0.6051296734837065,-0.3703239056099201,0.27133365760471584,-0.707024162528775,-0.34053306829845953,-0.4940018070723599,0.0,-0.29667140200141573,0.0,-1.0503153097945201,0.49897739417168274
BTGC,2012-06-01,6.0,0.0,-0.43869911245642923,-0.44571897849145703,0.0,0.0,0.0,-0.21193623249629875,-0.44571897849145703,-0.4674232089292092,-0.9116935323223823,-1.7183081610977136,-1.5908892486050006,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0
CHVG,2012-06-01,6.0,0.3426085715137299,0.2928620068991382,-0.9483457685467527,0.27071823584149624,0.24908401352740597,0.0,-0.507139324428937,-0.9483457685467527,0.2015661378034423,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.11816462350793047
CMMC,2012-06-01,6.0,0.0,-0.6436921426885551,-0.6438949033252603,0.0,-0.6439078496807839,-0.6438920266105453,0.0,-0.6438875976712111,-0.4218004195808117,-0.9116935323223823,-1.7183081610977136,-1.5908892486050006,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0
CNSC,2012-06-01,6.0,0.0,0.279634155560019,0.2636129397286766,0.0,0.2610297946288406,0.2426416991171613,0.0,1.3458466148215191,-0.23780191091069083,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.1339072465614913
CSIC,2012-06-01,6.0,0.0,-0.26016873543208485,-0.2602123349759861,0.0,-0.2602398573618177,-0.26020485991411063,-0.14105367350152742,-0.26023761662787276,-0.14049464688326646,-0.9116935323223823,-1.7183081610977136,-1.5908892486050006,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0
EMIC,2012-06-01,6.0,0.0,0.35719029122518586,0.304654467903791,0.0,0.27128056148974117,0.3672900106269632,0.0,-2.6479907789743447,1.97095497798992,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.4105050180583742
EMIG,2012-06-01,6.0,-0.6600856728137386,0.6625943089466195,0.22922633374720944,0.0,0.0,0.0,-0.21429084873982437,0.22922633374720944,0.3694013876793754,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.7724546641455665
EMSC,2012-06-01,6.0,0.0,0.32852969665695503,0.18156059092283006,0.0,0.20861512923797165,0.18452961137673085,0.0,0.1474688923893447,-0.12186308301874399,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.2943273222604662
EMUG,2012-06-01,6.0,0.2946715791239424,0.7173827290569612,0.496377349167306,0.8420029206840691,0.27782617094742934,0.0,-0.14106796085953568,0.496377349167306,0.35533025403699375,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.33697893996195466
ENDC,2012-06-01,6.0,0.0,-0.6098311113384962,0.19289057480893051,0.0,0.1853686239108933,-0.5079122861934185,0.0,0.2367661972786518,0.0,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0
ENDG,2012-06-01,6.0,0.29590492563012444,-0.20985144961598945,-0.09971128991065525,0.32034912232985724,0.0915272990809856,0.0,-0.6507326478206507,-0.09971128991065525,0.14792183920567403,-0.5309491975605529,-0.36226478780261556,-0.49063634077549817,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.03150103140017031
EPMC,2012-06-01,6.0,0.0,0.17493548934844536,0.2611335352098723,0.0,0.2536389634453603,0.27260727580714383,0.0,0.2431368902587639,0.0,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0564373447791534
EPMG,2012-06-01,6.0,0.29437537946732567,0.14889744850300227,0.27984540670164665,0.4045036954081992,0.30671299593493134,0.0,-0.5601752017072757,0.27984540670164665,0.28069901027819677,-0.5316806135404575,-0.3622670942464146,-0.4908606115531636,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.047125363390010964
EPSC,2012-06-01,6.0,0.0,-0.4413213131537282,0.20304114161183412,0.0,0.20146705476797258,0.2279671484228836,0.0,0.159322224100049,0.0,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0
EPSG,2012-06-01,6.0,0.175084609717912,0.4452442333017082,0.40751224419703774,0.47329767926457716,0.23341944261287884,0.0,-0.6182980223930648,0.40751224419703774,0.14912887985856843,-0.5235455984074057,-0.3622642827275156,-0.4896474348279239,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.4926713990108681
ESSC,2012-06-01,6.0,0.0,0.22464847191470264,0.25975121192435213,0.0,0.2523303779397413,0.2580201699617045,0.0,1.4575418940444926,-0.24938602348024339,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.14176697401805385
GASC,2012-06-01,6.0,0.0,-0.8767754981962468,0.3242135955113695,0.0,0.0,0.0,-0.6509955781350976,0.3242135955113695,0.33714314549384394,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0
GECC,2012-06-01,6.0,0.0,-0.46943308459399224,0.5486056219265352,0.0,0.5231789008998005,0.0,0.0,0.5486056219265352,0.0,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0
GECG,2012-06-01,6.0,0.10099366385397525,0.3616694247698073,0.8405753813121185,-2.5923854639189114,-0.21744109139532275,0.0,-0.5299347387591872,0.8405753813121185,0.12781288117839018,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.7441767923182553
GNCC,2012-06-01,6.0,0.0,0.1619428694019687,0.23767346200031977,0.0,0.23509739725293985,0.14399258370219745,-0.24938637900281208,0.30711168735825245,0.205317191002797,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.04717511393455909
HIMG,2012-06-01,6.0,0.24399446886784423,0.47751583079810345,0.23814651032874504,0.2181411173058892,0.37002879216854684,0.0,-0.4379054888226429,0.23814651032874504,0.21472776621423412,-0.5244225086191412,-0.36229796426144384,-0.49044624156513034,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.8187031772764414
ISGC,2012-06-01,6.0,0.0,-0.1992347144160685,0.29585840129826363,0.0,0.3011073920396955,0.0,0.0,0.2789383483217888,0.0,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0
ISGG,2012-06-01,6.0,0.2023133436712999,0.42460794400553875,-0.41329369120230486,0.2861253410088615,0.18232751338467143,0.0,-0.6428368204689063,-0.41329369120230486,0.1295138788825604,-0.5287204363952187,-0.3622725373549549,-0.49036163045549563,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.3944843215354475
NTCG,2012-06-01,6.0,0.2759075514245132,-0.8989714707431156,-0.9189262066728836,-1.246925856292022,-0.6350260701288646,0.0,-0.6340559037889156,-0.9189262066728836,-0.9102816335746765,-0.5174167894974465,-0.3622806961388449,-0.48798166407176446,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0
RTQC,2012-06-01,6.0,0.0,-2.6481937596574765,0.08874889714641453,0.0,0.1745697007247816,0.3121185051744713,-0.6198743594967449,0.11456931030282165,0.13166822205686435,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0
SOCG,2012-06-01,6.0,0.21046815549567055,-0.7755731971800615,0.0,0.7018228589561908,-0.717142927065723,0.0,0.0,0.0,-0.8093504727946952,-0.5724132593624138,-0.36244899771979505,-0.5023839605246883,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0
SOEC,2012-06-01,6.0,0.0,-0.21425037814948786,-0.9130407102272841,0.0,-0.9130328513205714,0.0,0.0,-0.9130407102272841,-0.7123712900173333,-0.9116935323223823,-1.7183081610977136,-1.5908892486050006,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0
SPRG,2012-06-01,6.0,0.6427998448940314,-0.6602205072477128,-0.8317836451795767,0.0,-0.49836264590042495,0.0,-0.6710634335404805,-0.8317836451795767,-0.8639531294106161,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0
TBSG,2012-06-01,6.0,0.2760911122999965,-1.0917501477854372,0.0,-0.15608743858281623,-1.1214326277814621,0.0,0.0,0.0,-0.21410188176500858,-0.5368001717679692,-0.3622904154517248,-0.491512863350374,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0
TCIG,2012-06-01,6.0,-0.3806115836453436,-1.1654620135292917,0.0,-0.3571955488652532,-1.1769805106205413,0.0,0.0,0.0,0.0,-0.9116935323223823,-1.7183081610977136,-1.5908892486050006,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.0
TRMG,2012-06-01,6.0,0.4077182493483842,0.5992110275899859,-0.3703239056099201,-1.628356749541844,-2.534538612095902,0.0,-0.6051296734837065,-0.3703239056099201,0.26476418548156105,-0.5301318138008017,-0.3622693830768639,-0.4905613286076461,0.0,0.05725237582483464,0.0,-1.2634970429809202,0.5075038557122058
BTGC,2012-07-01,7.0,0.0,-0.43869911245642923,-0.44571897849145703,0.0,0.0,0.0,-0.21193623249629875,-0.44571897849145703,-0.4674232089292092,-0.9116935323223823,-1.7183081610977136,-1.5908892486050006,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.0
CHVG,2012-07-01,7.0,0.41507030080456175,0.10745045748457537,-0.9483457685467527,0.23321441822868527,-0.013454225706757472,0.0,-0.507139324428937,-0.9483457685467527,0.2169507449668054,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.03249739327943418
CMMC,2012-07-01,7.0,0.0,-0.6436921426885551,-0.6438949033252603,0.0,-0.6439078496807839,-0.6438920266105453,0.0,-0.6438875976712111,-0.4218004195808117,-0.9116935323223823,-1.7183081610977136,-1.5908892486050006,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.0
CNSC,2012-07-01,7.0,0.0,0.3159174500056534,0.2681128466445676,0.0,0.2694925645746989,0.24679673779754166,0.0,1.350108688971093,-0.23780191091069083,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.1506028980381831
CSIC,2012-07-01,7.0,0.0,-0.26016873543208485,-0.2602123349759861,0.0,-0.2602398573618177,-0.26020485991411063,-0.14105367350152742,-0.26023761662787276,-0.14049464688326646,-0.9116935323223823,-1.7183081610977136,-1.5908892486050006,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.0
EMIC,2012-07-01,7.0,0.0,0.3716239695856776,0.30343886082031685,0.0,0.27673487389906204,0.36534817412773196,0.0,-0.3076521479943829,1.9645457699760427,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.4289269876834781
EMIG,2012-07-01,7.0,-0.6600856728137386,0.6686902999974582,0.2038755795578847,0.0,0.0,0.0,-0.21429084873982437,0.2038755795578847,0.37027809017346747,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.8015798340056779
EMSC,2012-07-01,7.0,0.0,0.3252127991381901,0.1905438172663095,0.0,0.2140811064761468,0.19097809692121023,0.0,0.18765350005678075,-0.12186308301874399,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.28262379951928573
EMUG,2012-07-01,7.0,0.29091728872370115,0.7395822006786221,0.5056427495539663,0.8225537240748343,0.276726807642357,0.0,-0.14106796085953568,0.5056427495539663,0.3608554890310485,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.3685221197389269
ENDC,2012-07-01,7.0,0.0,-0.6098311113384962,0.1970455213331954,0.0,0.18949133820687547,-0.5079122861934185,0.0,0.24098994531946594,0.0,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.0
ENDG,2012-07-01,7.0,0.29091255724252035,-0.3917584131584853,-0.13112989818331075,0.382942953994304,0.06544663942817375,0.0,-0.6507326478206507,-0.13112989818331075,0.11350950524523945,-0.5596451268774272,-0.36500157669464595,-0.49436766148681843,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.011271507561517359
EPMC,2012-07-01,7.0,0.0,0.260101017555152,0.26130762915364525,0.0,0.2591357590317093,0.27040643527976016,0.0,0.24707450739240336,0.0,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.08231122638757755
EPMG,2012-07-01,7.0,0.28345404645084044,0.35762421369004116,0.2897869472874633,0.38422752635565,0.37917234087432883,0.0,-0.5601752017072757,0.2897869472874633,0.29049599650416474,-0.5654387453793487,-0.36504115417508065,-0.49499939260408365,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.1571875282844308
EPSC,2012-07-01,7.0,0.0,-0.4413213131537282,0.21013046311780004,0.0,0.20854528473368794,0.23611145419324175,0.0,0.16515768880041026,0.0,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.0
EPSG,2012-07-01,7.0,0.1641896482728366,0.4322875337589462,0.5189922525024708,0.44083497581270714,0.24245717463323743,0.0,-0.6182980223930648,0.5189922525024708,0.1553848463356541,-0.5626907339142061,-0.3650300678466324,-0.494849921759899,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.3799655500010474
ESSC,2012-07-01,7.0,0.0,0.2983378639742812,0.2640642518648483,0.0,0.2667769003255574,0.2622907700533981,0.0,1.4622838128706281,-0.24938602348024339,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.18398688924585224
GASC,2012-07-01,7.0,0.0,-0.8767754981962468,0.32631080883343166,0.0,0.0,0.0,-0.6509955781350976,0.32631080883343166,0.33924651470916506,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.0
GECC,2012-07-01,7.0,0.0,-0.46943308459399224,0.5576079730195695,0.0,0.5320894491798497,0.0,0.0,0.5576079730195695,0.0,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.0
GECG,2012-07-01,7.0,0.09963683078978143,0.3959598856116946,0.8670842117911466,-0.03603710591184108,0.07536522630962213,0.0,-0.5299347387591872,0.8670842117911466,0.17144309861781587,-0.5453331729508294,-0.36492565295450463,-0.49206170170553276,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.758447243325916
GNCC,2012-07-01,7.0,0.0,0.18347638335645075,0.24224891615673552,0.0,0.24122770551916772,0.14895447405636925,-0.24938637900281208,0.31177369217418466,0.21312095901613912,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.050413902194338236
HIMG,2012-07-01,7.0,0.16122094479503774,0.4768577999646256,0.24299943663232368,0.30078207913138655,0.38542233718996144,0.0,-0.4379054888226429,0.24299943663232368,0.22031473145587624,-0.5674941181256258,-0.365085699393215,-0.4963531612537067,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.8403585224161516
ISGC,2012-07-01,7.0,0.0,-0.1992347144160685,0.2998477580419595,0.0,0.3051059111122835,0.0,0.0,0.27987558939483287,0.0,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.0
ISGG,2012-07-01,7.0,0.18902343885963147,0.39951508341002556,-0.41329369120230486,0.37129306290549424,0.14554972368172528,0.0,-0.6428368204689063,-0.41329369120230486,0.11861920597063783,-0.5657998815956609,-0.3650390128565353,-0.49461409506641696,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.3449117646694325
NTCG,2012-07-01,7.0,0.3302720692990377,-0.8989714707431156,-0.9189262066728836,0.9065717324487715,-0.6350260701288646,0.0,-0.6340559037889156,-0.9189262066728836,-0.9102816335746765,-0.5632247712405275,-0.3650444537396476,-0.4958340084353013,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.0
RTQC,2012-07-01,7.0,0.0,-2.6481937596574765,0.0975856301419123,0.0,0.18295252652646984,0.3171123476562555,-0.6198743594967449,0.12444076318482428,0.13524373184384914,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.0
SOCG,2012-07-01,7.0,0.2227167501418132,-0.7755731971800615,0.0,0.6642267533802102,-0.717142927065723,0.0,0.0,0.0,-0.8093504727946952,-0.37568889204230127,-0.36428546970377107,-0.4704474021469227,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.0
SOEC,2012-07-01,7.0,0.0,-0.21425037814948786,-0.9130407102272841,0.0,-0.9130328513205714,0.0,0.0,-0.9130407102272841,-0.7123712900173333,-0.9116935323223823,-1.7183081610977136,-1.5908892486050006,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.0
SPRG,2012-07-01,7.0,0.4183150282052003,-0.6602205072477128,-0.8317836451795767,0.0,-0.49836264590042495,0.0,-0.6710634335404805,-0.8317836451795767,-0.8639531294106161,-0.5555583979823193,-0.36498562957970415,-0.4928993603594079,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.0
TBSG,2012-07-01,7.0,0.2885471573402751,-1.0917501477854372,0.0,0.038645086871476844,-1.1214326277814621,0.0,0.0,0.0,-0.21410188176500858,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.0
TCIG,2012-07-01,7.0,-0.3806115836453436,-1.1654620135292917,0.0,-0.3571955488652532,-1.1769805106205413,0.0,0.0,0.0,0.0,-0.9116935323223823,-1.7183081610977136,-1.5908892486050006,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.0
TRMG,2012-07-01,7.0,0.4478734741422786,0.604057087715716,-0.3703239056099201,-1.628356749541844,-2.534538612095902,0.0,-0.6051296734837065,-0.3703239056099201,0.2706154799146959,-0.5658618994990867,-0.36504131098435644,-0.49497384339819944,0.0,0.2932015610423349,0.0,-1.0488030514628943,0.4544128978066375
BTGC,2012-08-01,8.0,0.0,-0.43869911245642923,-0.44571897849145703,0.0,0.0,0.0,-0.21193623249629875,-0.44571897849145703,-0.4674232089292092,-0.9116935323223823,-1.7183081610977136,-1.5908892486050006,0.0,0.5291507462598352,0.0,-0.943684514095831,0.0
CHVG,2012-08-01,8.0,0.41902825176845576,0.07009702178898447,-0.9483457685467527,0.3076970984510603,-0.13964425747016437,0.0,-0.507139324428937,-0.9483457685467527,0.21966858700261135,-0.29905638474392326,-0.35602354915899365,-0.43571013364669,0.0,0.5291507462598352,0.0,-0.943684514095831,0.02488559038408301
CMMC,2012-08-01,8.0,0.0,-0.6436921426885551,-0.6438949033252603,0.0,-0.6439078496807839,-0.6438920266105453,0.0,-0.6438875976712111,-0.4218004195808117,-0.9116935323223823,-1.7183081610977136,-1.5908892486050006,0.0,0.5291507462598352,0.0,-0.943684514095831,0.0
CNSC,2012-08-01,8.0,0.0,0.30829314161172466,0.27588995097158436,0.0,0.2739507748493914,0.2557793993464668,0.0,1.350108688971093,-0.23780191091069083,-0.29905638474392326,-0.35602354915899365,-0.43571013364669,0.0,0.5291507462598352,0.0,-0.943684514095831,0.1417511065491916
CSIC,2012-08-01,8.0,0.0,-0.26016873543208485,-0.2602123349759861,0.0,-0.2602398573618177,-0.26020485991411063,-0.14105367350152742,-0.26023761662787276,-0.14049464688326646,-0.9116935323223823,-1.7183081610977136,-1.5908892486050006,0.0,0.5291507462598352,0.0,-0.943684514095831,0.0
EMIC,2012-08-01,8.0,0.0,0.3364110238442012,0.3294903260158048,0.0,0.2806280561789456,0.36801048109757895,0.0,0.2904915541800881,1.9645457699760427,-0.29905638474392326,-0.35602354915899365,-0.43571013364669,0.0,0.5291507462598352,0.0,-0.943684514095831,0.3553158917308493
EMIG,2012-08-01,8.0,-0.6600856728137386,0.44768797211044187,0.47848239646347906,0.0,0.0,0.0,-0.21429084873982437,0.47848239646347906,0.37010691508630406,-0.29905638474392326,-0.35602354915899365,-0.43571013364669,0.0,0.5291507462598352,0.0,-0.943684514095831,0.17510212933637428
EMSC,2012-08-01,8.0,0.0,0.3373028097891215,0.19700473290218193,0.0,0.22155262677374563,0.19570224651536575,0.0,0.213420078240679,-0.12186308301874399,-0.29905638474392326,-0.35602354915899365,-0.43571013364669,0.0,0.5291507462598352,0.0,-0.943684514095831,0.2871390740162612
EMUG,2012-08-01,8.0,0.32267816164445773,0.5872921412483744,0.7653047702252422,0.9172615745829744,0.29283595200207974,0.0,-0.14106796085953568,0.7653047702252422,0.36160202695965604,-0.29905638474392326,-0.35602354915899365,-0.43571013364669,0.0,0.5291507462598352,0.0,-0.943684514095831,0.14900264715686792
ENDC,2012-08-01,8.0,0.0,-0.6098311113384962,0.20046806792253966,0.0,0.1927478719119456,-0.5079122861934185,0.0,0.24446916565766166,0.0,-0.29905638474392326,-0.35602354915899365,-0.43571013364669,0.0,0.5291507462598352,0.0,-0.943684514095831,0.0
ENDG,2012-08-01,8.0,0.31371571462317704,-0.9111451191375155,0.03749568189417031,0.37314844308971834,0.1639352945531986,0.0,-0.6507326478206507,0.03749568189417031,0.1556030419037487,-0.2957185638840473,-0.3559655470518307,-0.43562134339809183,0.0,0.5291507462598352,0.0,-0.943684514095831,0.000526508477523251
EPMC,2012-08-01,8.0,0.0,0.27848356999462504,0.2632676981377478,0.0,0.2621465155598141,0.2728895534193486,0.0,0.24838939820602132,0.0,-0.29905638474392326,-0.35602354915899365,-0.43571013364669,0.0,0.5291507462598352,0.0,-0.943684514095831,0.08832782507184453
EPMG,2012-08-01,8.0,0.2798085480352161,0.4746274377979639,0.27945606047794,0.31751264566360965,0.3022773241194489,0.0,-0.5601752017072757,0.27945606047794,0.28104580391415196,-0.2994659354867736,-0.35602931380092334,-0.43579329781285325,0.0,0.5291507462598352,0.0,-0.943684514095831,0.2926198301780382
